Check/Payment Date,Dept. Descrptn,Vendor Name,Commitmt Item Name,Invoice Net Amt
2/28/2019,Public Works,20-20 TECHNOLOGIES,Software Agreements,"3,664.00"
2/19/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"8,928.00"
2/19/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"13,728.00"
2/19/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"13,500.00"
2/19/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"10,064.00"
2/19/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"6,103.50"
2/19/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"11,200.00"
2/19/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"7,636.00"
2/19/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"5,808.00"
2/7/2019,Public Defender,3 LAWS OF MOTION COLLISION RECONSTR,Cons/Other Prof Svcs,600
2/8/2019,Public Defender,3 LAWS OF MOTION COLLISION RECONSTR,Cons/Other Prof Svcs,250
2/8/2019,Public Defender,3 LAWS OF MOTION COLLISION RECONSTR,Cons/Other Prof Svcs,600
2/5/2019,Municipal Court,3030 NORTH APARTMENTS,Trust Liab and Dep,30
2/14/2019,Aviation,3M COMPANY,Mat to Maint Infr/Eq,-2.78
2/14/2019,Aviation,3M COMPANY,Mat to Maint Infr/Eq,428.02
2/19/2019,Aviation,911 INTERPRETERS INC,Interpreters/Transl,183.04
2/19/2019,Housing,911 INTERPRETERS INC,Interpreters/Transl,32.24
2/19/2019,Aviation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,592.93
2/1/2019,Parks and Recreation,A & H PAINTING,Paint Supplies,"2,542.18"
2/1/2019,Parks and Recreation,A & H PAINTING,Paint Supplies,-214.18
2/1/2019,Parks and Recreation,A & H PAINTING,Paint Supplies,543.2
2/1/2019,Parks and Recreation,A & H PAINTING,Paint Supplies,930.62
2/1/2019,Parks and Recreation,A & H PAINTING,Paint Supplies,"7,444.94"
2/4/2019,Housing,A & H PAINTING,Painting Services,293.22
2/4/2019,Housing,A & H PAINTING,Painting Services,384.16
2/4/2019,Housing,A & H PAINTING,Painting Services,41.16
2/4/2019,Housing,A & H PAINTING,Painting Services,382.2
2/4/2019,Housing,A & H PAINTING,Painting Services,"2,299.08"
2/4/2019,Housing,A & H PAINTING,Painting Services,229.91
2/4/2019,Housing,A & H PAINTING,Painting Services,421.01
2/4/2019,Housing,A & H PAINTING,Painting Services,58.8
2/4/2019,Housing,A & H PAINTING,Painting Services,"1,349.38"
2/4/2019,Housing,A & H PAINTING,Painting Services,232.65
2/6/2019,Housing,A & H PAINTING,Painting Services,73.5
2/6/2019,Housing,A & H PAINTING,Painting Services,818.05
2/6/2019,Housing,A & H PAINTING,Painting Services,27.44
2/6/2019,Housing,A & H PAINTING,Painting Services,147
2/6/2019,Housing,A & H PAINTING,Painting Services,122.5
2/6/2019,Housing,A & H PAINTING,Painting Services,"1,945.79"
2/6/2019,Housing,A & H PAINTING,Painting Services,27.44
2/6/2019,Housing,A & H PAINTING,Painting Services,293.22
2/6/2019,Housing,A & H PAINTING,Painting Services,176.4
2/6/2019,Housing,A & H PAINTING,Painting Services,384.16
2/14/2019,Housing,A & H PAINTING,Painting Services,293.22
2/14/2019,Housing,A & H PAINTING,Painting Services,27.44
2/14/2019,Housing,A & H PAINTING,Painting Services,147
2/14/2019,Housing,A & H PAINTING,Painting Services,"1,753.22"
2/14/2019,Housing,A & H PAINTING,Painting Services,175.32
2/14/2019,Housing,A & H PAINTING,Painting Services,384.16
2/15/2019,Housing,A & H PAINTING,Painting Services,211.68
2/15/2019,Housing,A & H PAINTING,Painting Services,58.8
2/15/2019,Housing,A & H PAINTING,Painting Services,"1,364.16"
2/25/2019,Housing,A & H PAINTING,Painting Services,274.01
2/25/2019,Housing,A & H PAINTING,Painting Services,"2,740.08"
2/25/2019,Housing,A & H PAINTING,Painting Services,352.8
2/25/2019,Housing,A & H PAINTING,Painting Services,27.44
2/25/2019,Housing,A & H PAINTING,Painting Services,384.16
2/25/2019,Housing,A & H PAINTING,Painting Services,293.22
2/6/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Mat to Maint Infr/Eq,0.04
2/6/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Mat to Maint Infr/Eq,4.92
2/6/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Mat to Maint Infr/Eq,0.04
2/6/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Mat to Maint Infr/Eq,5.3
2/6/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Mat to Maint Infr/Eq,0.02
2/6/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Mat to Maint Infr/Eq,2.23
2/6/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Mat to Maint Infr/Eq,1.37
2/6/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Mat to Maint Infr/Eq,0.01
2/6/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Mat to Maint Infr/Eq,0.16
2/6/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Mat to Maint Infr/Eq,21.67
2/6/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,1.97
2/6/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,267.35
2/6/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,5.55
2/6/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,748.13
2/6/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Inventories,3.56
2/6/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Inventories,480.55
2/6/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,-226.58
2/6/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,-1.68
2/13/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,2.96
2/13/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.02
2/13/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,106.3
2/13/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.79
2/14/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.09
2/14/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,12.1
2/14/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.5
2/14/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,64.93
2/19/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,-3.37
2/19/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,23.5
2/19/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,14.46
2/19/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,"1,946.78"
2/21/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,1.03
2/21/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,-0.29
