Check/Payment Date,Dept. Descrptn,Vendor Name,Commitmt Item Name,Invoice Net Amt
8/7/2019,Planning and Development,1 STOP ELECTRONICS CENTER INC,Housing Appliances,138.11
8/14/2019,Public Transit,1 STOP ELECTRONICS CENTER INC,Miscellaneous,138.11
8/19/2019,Fire,1 STOP ELECTRONICS CENTER INC,Inventories,"1,657.35"
8/7/2019,Public Works,1-800 RADIATOR,Warranty Return Part,-149.45
8/7/2019,Public Works,1-800 RADIATOR,Warranty Return Part,-131.16
8/7/2019,Public Works,1-800 RADIATOR,Warranty Return Part,-87.72
8/7/2019,Public Works,1-800 RADIATOR,Warranty Return Part,-153.79
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,121.5
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,0.34
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,-98.5
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,92.64
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,0.26
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,85.17
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,0.44
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,131.05
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,0.36
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,102.49
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,0.29
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,84.48
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,0.23
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,169.34
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,0.47
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,121.29
8/7/2019,Public Works,1-800 RADIATOR,Inventories-Offline,0.34
8/2/2019,Aviation,3M COMPANY,Signage,-7.64
8/2/2019,Aviation,3M COMPANY,Signage,"1,184.59"
8/2/2019,Aviation,3M COMPANY,Signage,658.06
8/2/2019,Aviation,3M COMPANY,Signage,-4.24
8/19/2019,Aviation,3M COMPANY,Signage,"1,108.08"
8/19/2019,Aviation,3M COMPANY,Signage,-7.14
8/12/2019,Aviation,911 INTERPRETERS INC,Interpreters/Transl,145.6
8/14/2019,Human Services,911 INTERPRETERS INC,Interpreters/Transl,26
8/14/2019,Human Services,911 INTERPRETERS INC,Interpreters/Transl,30.68
8/14/2019,Housing,911 INTERPRETERS INC,Interpreters/Transl,43.16
8/5/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,-0.01
8/5/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,10.79
8/5/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,5.05
8/5/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,6.14
8/5/2019,Aviation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,510.37
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Mat to Maint Infr/Eq,25.28
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Mat to Maint Infr/Eq,73.61
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Mat to Maint Infr/Eq,0.01
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Mat to Maint Infr/Eq,33.18
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Mat to Maint Infr/Eq,0.01
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Mat to Maint Infr/Eq,32.79
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Mat to Maint Infr/Eq,381.23
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Mat to Maint Infr/Eq,3.23
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Mat to Maint Infr/Eq,35.67
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Mat to Maint Infr/Eq,-0.01
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Mat to Maint Infr/Eq,8.06
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Mat to Maint Infr/Eq,38.34
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Mat to Maint Infr/Eq,-0.01
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,33.23
8/6/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,-0.01
8/9/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,1.72
8/9/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,-0.01
8/9/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,3.53
8/9/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,-0.01
8/9/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,37.98
8/9/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,-0.16
8/9/2019,Aviation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,207.21
8/9/2019,Aviation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,257.81
8/9/2019,Aviation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,0.01
8/9/2019,Aviation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,111.47
8/9/2019,Aviation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,-0.01
8/13/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,7.93
8/13/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,23.46
8/13/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,19
8/13/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,0.01
8/13/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,36.76
8/13/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,-0.01
8/13/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,150
8/13/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,40.7
8/13/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,14.09
8/13/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,15.05
8/13/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,-0.02
8/21/2019,Street Transportation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,193.29
8/21/2019,Street Transportation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,-0.39
8/21/2019,Street Transportation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,253.3
8/21/2019,Street Transportation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,-0.5
8/21/2019,Street Transportation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,84.43
8/21/2019,Street Transportation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,-0.16
8/21/2019,Street Transportation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,5.84
8/21/2019,Street Transportation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,-0.01
8/21/2019,Street Transportation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,14.07
8/21/2019,Street Transportation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,-0.04
8/21/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,18.36
8/21/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,116.96
8/21/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,87.75
8/21/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,38.71
8/21/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,1.03
8/21/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,1.44
8/21/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,1.74
8/21/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,1.74
8/21/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,4.47
8/21/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,5.7
8/26/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,32.41
8/26/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,-0.01
8/26/2019,Aviation,A & G TURF EQUIPMENT INC,Motor Vehicle Parts,13.1
8/6/2019,Housing,A & H PAINTING,Painting Services,90
8/6/2019,Housing,A & H PAINTING,Painting Services,115.7
8/6/2019,Housing,A & H PAINTING,Painting Services,336
8/6/2019,Housing,A & H PAINTING,Painting Services,"1,157.00"
8/6/2019,Housing,A & H PAINTING,Painting Services,28
8/6/2019,Housing,A & H PAINTING,Painting Services,299.2
8/14/2019,Housing,A & H PAINTING,Painting Services,293
8/14/2019,Housing,A & H PAINTING,Painting Services,65
8/14/2019,Housing,A & H PAINTING,Painting Services,150
8/14/2019,Housing,A & H PAINTING,Painting Services,168
8/14/2019,Housing,A & H PAINTING,Painting Services,40
8/14/2019,Housing,A & H PAINTING,Painting Services,"1,699.40"
8/14/2019,Housing,A & H PAINTING,Painting Services,346.45
8/14/2019,Housing,A & H PAINTING,Painting Services,"3,464.50"
8/14/2019,Housing,A & H PAINTING,Painting Services,630
8/14/2019,Housing,A & H PAINTING,Painting Services,28
8/14/2019,Housing,A & H PAINTING,Painting Services,392
8/14/2019,Housing,A & H PAINTING,Painting Services,299.2
8/20/2019,Parks and Recreation,A & H PAINTING,Painting Services,"34,425.30"
8/20/2019,Parks and Recreation,A & H PAINTING,Painting Services,"14,065.00"
8/21/2019,Housing,A & H PAINTING,Painting Services,293.22
8/21/2019,Housing,A & H PAINTING,Painting Services,384.16
8/21/2019,Housing,A & H PAINTING,Painting Services,41.16
8/21/2019,Housing,A & H PAINTING,Painting Services,323.4
8/21/2019,Housing,A & H PAINTING,Painting Services,"2,549.96"
8/21/2019,Housing,A & H PAINTING,Painting Services,255
8/23/2019,Housing,A & H PAINTING,Painting Services,301.94
8/23/2019,Housing,A & H PAINTING,Painting Services,"1,751.24"
8/23/2019,Housing,A & H PAINTING,Painting Services,58.8
8/23/2019,Housing,A & H PAINTING,Painting Services,262.15
8/23/2019,Housing,A & H PAINTING,Painting Services,382.2
8/23/2019,Housing,A & H PAINTING,Painting Services,27.44
8/23/2019,Housing,A & H PAINTING,Painting Services,"2,621.50"
8/27/2019,Housing,A & H PAINTING,Painting Services,58.8
8/27/2019,Housing,A & H PAINTING,Painting Services,"1,855.83"
8/28/2019,Parks and Recreation,A & H PAINTING,Painting Services,"1,850.00"
8/28/2019,Parks and Recreation,A & H PAINTING,Painting Services,"3,950.00"
8/28/2019,Parks and Recreation,A & H PAINTING,Painting Services,"11,200.00"
8/2/2019,Parks and Recreation,A & M CORSONS LLC,Mat to Maint Infr/Eq,"1,944.04"
8/2/2019,Parks and Recreation,A & M CORSONS LLC,Mat to Maint Infr/Eq,-31.49
8/2/2019,Parks and Recreation,A & M CORSONS LLC,Inventories,"5,420.44"
8/2/2019,Parks and Recreation,A & M CORSONS LLC,Inventories,-87.79
8/20/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,70
8/22/2019,Human Services,A NEW LEAF INC,Spec Contractual Svc,"2,837.00"
8/1/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.08
8/1/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,10.19
8/6/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Mat to Main Mobil Eq,0.81
8/6/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Mat to Main Mobil Eq,111.78
8/6/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,1.32
8/6/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,177.94
8/6/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,3.86
