Check/Payment Date,Dept. Descrptn,Vendor Name,Commitmt Item Name,Invoice Net Amt
7/9/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"8,648.00"
7/9/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"17,103.15"
7/9/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"15,680.72"
7/9/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"5,808.00"
7/9/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"12,607.20"
7/9/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"6,748.56"
7/9/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"13,915.30"
7/9/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"12,607.20"
7/18/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"17,937.45"
7/18/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"5,808.00"
7/18/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"9,338.00"
7/18/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"15,952.64"
7/18/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"13,052.16"
7/18/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"12,210.07"
7/18/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"7,069.92"
7/18/2019,Aviation,22ND CENTURY STAFFING INC,Tech Supp Maint/Rep,"13,266.40"
7/31/2019,Public Defender,3 LAWS OF MOTION COLLISION RECONSTR,Cons/Other Prof Svcs,922.04
7/5/2019,Aviation,3M COMPANY,Signage,"1,878.84"
7/5/2019,Aviation,3M COMPANY,Signage,-12.11
7/12/2019,Aviation,3M COMPANY,Signage,-206.78
7/12/2019,Aviation,3M COMPANY,Signage,"4,252.47"
7/12/2019,Street Transportation,3M COMPANY,Inventories,"10,186.68"
7/12/2019,Street Transportation,3M COMPANY,Inventories,-64.5
7/12/2019,Street Transportation,3M COMPANY,Inventories,-258
7/12/2019,Street Transportation,3M COMPANY,Inventories,-608.76
7/12/2019,Street Transportation,3M COMPANY,Inventories,"4,072.50"
7/12/2019,Street Transportation,3M COMPANY,Inventories,-967.5
7/12/2019,Street Transportation,3M COMPANY,Inventories,"12,217.50"
7/12/2019,Street Transportation,3M COMPANY,Inventories,-202.92
7/26/2019,Street Transportation,3M COMPANY,Inventories,-38.5
7/26/2019,Street Transportation,3M COMPANY,Inventories,"5,973.00"
7/23/2019,Phoenix Convention Center,3QTD TECHNOLOGIES INC,Recreation Supplies,"40,180.80"
7/23/2019,Phoenix Convention Center,3QTD TECHNOLOGIES INC,Recreation Supplies,"24,240.00"
7/23/2019,Phoenix Convention Center,3QTD TECHNOLOGIES INC,Recreation Supplies,"16,894.20"
7/9/2019,Housing,911 INTERPRETERS INC,Interpreters/Transl,25.48
7/10/2019,Aviation,911 INTERPRETERS INC,Interpreters/Transl,238.16
7/16/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,114.30
7/16/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,197.54
7/16/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,14.24
7/16/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,-0.01
7/16/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,5.44
7/16/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,16.92
7/16/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,14.10
7/16/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,-0.01
7/16/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,33.87
7/16/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,134.01
7/16/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,268.33
7/16/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,278.63
7/17/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Small Tools/ Equip,"1,021.33"
7/22/2019,Water Services,A & G TURF EQUIPMENT INC,Small Tools/ Equip,"1,322.52"
7/12/2019,Housing,A & H PAINTING,Painting Services,130.19
7/12/2019,Housing,A & H PAINTING,Painting Services,147.00
7/12/2019,Housing,A & H PAINTING,Painting Services,27.44
7/12/2019,Housing,A & H PAINTING,Painting Services,384.16
7/12/2019,Housing,A & H PAINTING,Painting Services,"1,301.93"
7/12/2019,Housing,A & H PAINTING,Painting Services,293.22
7/12/2019,Housing,A & H PAINTING,Painting Services,"1,301.93"
7/12/2019,Housing,A & H PAINTING,Painting Services,384.16
7/12/2019,Housing,A & H PAINTING,Painting Services,27.44
7/12/2019,Housing,A & H PAINTING,Painting Services,147.00
7/12/2019,Housing,A & H PAINTING,Painting Services,130.19
7/12/2019,Housing,A & H PAINTING,Painting Services,293.22
7/15/2019,Housing,A & H PAINTING,Painting Services,"1,360.73"
7/15/2019,Housing,A & H PAINTING,Painting Services,384.16
7/15/2019,Housing,A & H PAINTING,Painting Services,27.44
7/15/2019,Housing,A & H PAINTING,Painting Services,147.00
7/15/2019,Housing,A & H PAINTING,Painting Services,136.07
7/15/2019,Housing,A & H PAINTING,Painting Services,293.22
7/9/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,70.00
7/17/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,6.25
7/17/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,70.00
7/19/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,70.00
7/19/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,70.00
7/29/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,70.00
7/17/2019,Human Services,"A MAN, A GUITAR AND A SONG",Train/Dev-Cons/Instr,150.00
7/31/2019,Human Services,"A MAN, A GUITAR AND A SONG",Train/Dev-Cons/Instr,75.00
7/16/2019,Human Services,A NEW LEAF INC,Spec Contractual Svc,"1,995.00"
7/8/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,2.45
7/8/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,329.84
7/8/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,2.50
7/8/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,336.31
7/8/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,5.76
7/8/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,776.14
7/8/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,18.55
7/8/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,"2,500.88"
7/8/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,160.57
7/8/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,1.20
7/8/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,254.60
7/8/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,1.89
7/8/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,26.89
7/8/2019,Street Transportation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.21
