Check/Payment Date,Dept. Descrptn,Vendor Name,Commitmt Item Name,Invoice Net Amt
4/8/2019,Municipal Court,0724 NORTH VALLEY JUSTICE COURT,Trust Liab and Dep,29.95
4/2/2019,Fire,1 STOP ELECTRONICS CENTER INC,Inventories,"4,566.33"
4/8/2019,Street Transportation,1 STOP ELECTRONICS CENTER INC,Small Tools/ Equip,646.32
4/10/2019,Fire,1 STOP ELECTRONICS CENTER INC,Inventories,"3,877.92"
4/10/2019,Fire,1 STOP ELECTRONICS CENTER INC,Inventories,"1,657.35"
4/12/2019,Planning and Development,1 STOP ELECTRONICS CENTER INC,Housing Appliances,138.11
4/23/2019,Fire,100 CLUB OF ARIZONA,Managemnt Developmnt,300.00
4/2/2019,Street Transportation,3M COMPANY,Inventories,-6.3
4/2/2019,Street Transportation,3M COMPANY,Inventories,977.40
4/2/2019,Street Transportation,3M COMPANY,Inventories,-2.65
4/2/2019,Street Transportation,3M COMPANY,Inventories,-2.65
4/2/2019,Street Transportation,3M COMPANY,Inventories,821.02
4/2/2019,Street Transportation,3M COMPANY,Inventories,-19.25
4/2/2019,Street Transportation,3M COMPANY,Inventories,"2,986.50"
4/2/2019,Street Transportation,3M COMPANY,Inventories,"26,878.50"
4/2/2019,Street Transportation,3M COMPANY,Inventories,-173.25
4/2/2019,Street Transportation,3M COMPANY,Inventories,"26,878.50"
4/2/2019,Street Transportation,3M COMPANY,Inventories,-173.25
4/2/2019,Street Transportation,3M COMPANY,Inventories,"8,959.50"
4/2/2019,Street Transportation,3M COMPANY,Inventories,-57.75
4/2/2019,Street Transportation,3M COMPANY,Inventories,-4.22
4/2/2019,Street Transportation,3M COMPANY,Inventories,654.86
4/2/2019,Street Transportation,3M COMPANY,Inventories,-64.32
4/2/2019,Street Transportation,3M COMPANY,Inventories,"9,977.63"
4/2/2019,Street Transportation,3M COMPANY,Inventories,764.00
4/2/2019,Street Transportation,3M COMPANY,Inventories,-4.92
4/2/2019,Street Transportation,3M COMPANY,Inventories,"5,451.72"
4/2/2019,Street Transportation,3M COMPANY,Inventories,-35.14
4/2/2019,Street Transportation,3M COMPANY,Inventories,"4,276.13"
4/2/2019,Street Transportation,3M COMPANY,Inventories,-27.57
4/2/2019,Street Transportation,3M COMPANY,Inventories,"5,701.50"
4/2/2019,Street Transportation,3M COMPANY,Inventories,-451.5
4/2/2019,Street Transportation,3M COMPANY,Inventories,-21.34
4/2/2019,Street Transportation,3M COMPANY,Inventories,272.59
4/2/2019,Street Transportation,3M COMPANY,Inventories,"-1,128.76"
4/2/2019,Street Transportation,3M COMPANY,Inventories,"14,253.76"
4/2/2019,Street Transportation,3M COMPANY,Inventories,"6,542.07"
4/2/2019,Street Transportation,3M COMPANY,Inventories,-512.07
4/2/2019,Street Transportation,3M COMPANY,Inventories,"-1,410.93"
4/2/2019,Street Transportation,3M COMPANY,Inventories,"17,817.18"
4/2/2019,Street Transportation,3M COMPANY,Inventories,-533.41
4/2/2019,Street Transportation,3M COMPANY,Inventories,"6,814.66"
4/2/2019,Street Transportation,3M COMPANY,Inventories,"-1,410.93"
4/2/2019,Street Transportation,3M COMPANY,Inventories,"17,817.18"
4/4/2019,Street Transportation,3M COMPANY,Inventories,"3,258.00"
4/4/2019,Street Transportation,3M COMPANY,Inventories,-21
4/10/2019,Street Transportation,3M COMPANY,Inventories,"6,814.66"
4/10/2019,Street Transportation,3M COMPANY,Inventories,-533.41
4/11/2019,Street Transportation,3M COMPANY,Inventories,"8,481.66"
4/11/2019,Street Transportation,3M COMPANY,Inventories,-669.16
4/22/2019,Street Transportation,3M COMPANY,Inventories,"3,274.30"
4/22/2019,Street Transportation,3M COMPANY,Inventories,-21.11
4/22/2019,Street Transportation,3M COMPANY,Inventories,"6,841.80"
4/22/2019,Street Transportation,3M COMPANY,Inventories,-19.69
4/22/2019,Street Transportation,3M COMPANY,Inventories,"3,056.00"
4/22/2019,Street Transportation,3M COMPANY,Inventories,-44.1
4/22/2019,Street Transportation,3M COMPANY,Inventories,"17,104.50"
4/22/2019,Street Transportation,3M COMPANY,Inventories,-110.24
4/22/2019,Street Transportation,3M COMPANY,Inventories,"5,451.72"
4/22/2019,Street Transportation,3M COMPANY,Inventories,-29.74
4/22/2019,Street Transportation,3M COMPANY,Inventories,"8,552.26"
4/22/2019,Street Transportation,3M COMPANY,Inventories,-55.14
4/17/2019,Aviation,911 INTERPRETERS INC,Interpreters/Transl,98.28
4/15/2019,Parks and Recreation,A & G TURF EQUIPMENT INC,Mat to Maint Infr/Eq,78.09
4/12/2019,Housing,A & H PAINTING,Painting Services,"4,753.00"
4/12/2019,Housing,A & H PAINTING,Painting Services,"18,787.58"
4/12/2019,Housing,A & H PAINTING,Painting Services,"3,528.00"
4/12/2019,Housing,A & H PAINTING,Painting Services,"9,055.20"
4/12/2019,Housing,A & H PAINTING,Painting Services,"2,038.40"
4/12/2019,Housing,A & H PAINTING,Painting Services,"6,076.00"
4/12/2019,Housing,A & H PAINTING,Painting Services,470.40
4/12/2019,Housing,A & H PAINTING,Painting Services,"4,145.40"
4/26/2019,Housing,A & H PAINTING,Painting Services,292.92
4/26/2019,Housing,A & H PAINTING,Painting Services,"1,698.95"
4/26/2019,Housing,A & H PAINTING,Painting Services,78.40
4/26/2019,Housing,A & H PAINTING,Painting Services,54.88
4/26/2019,Housing,A & H PAINTING,Painting Services,293.22
4/26/2019,Housing,A & H PAINTING,Painting Services,384.16
4/26/2019,Housing,A & H PAINTING,Painting Services,41.16
4/26/2019,Housing,A & H PAINTING,Painting Services,411.60
4/26/2019,Housing,A & H PAINTING,Painting Services,"2,574.46"
4/26/2019,Housing,A & H PAINTING,Painting Services,257.45
4/9/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,70.00
4/17/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,70.00
4/23/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,6.25
4/23/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,70.00
4/23/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,70.00
4/23/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,25.00
4/26/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,70.00
4/26/2019,Municipal Court,A FOREIGN LANGUAGE SERVICE CORP,Interpreters/Transl,50.00
4/22/2019,Human Services,"A MAN, A GUITAR AND A SONG",Train/Dev-Cons/Instr,75.00
4/15/2019,Human Services,A NEW LEAF INC,Spec Contractual Svc,"3,462.00"
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.63
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,83.98
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.31
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,42.29
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.31
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,42.29
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.57
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,76.68
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,9.19
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.07
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,1.92
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.01
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,122.97
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.91
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,5.16
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.04
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.03
4/2/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,3.63
4/2/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,-1.13
4/2/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,677.71
4/2/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,247.60
4/2/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,1.83
4/2/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,153.26
4/2/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,1.14
4/3/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Mat to Maint Infr/Eq,388.86
4/3/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Mat to Maint Infr/Eq,2.89
4/3/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Inventories,426.76
4/3/2019,Parks and Recreation,A TO Z EQUIPMENT RENTALS & SALES,Inventories,3.17
4/3/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,0.07
4/3/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,73.78
4/3/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,0.28
4/3/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,42.46
4/3/2019,Housing,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,0.41
4/3/2019,Housing,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,54.95
4/3/2019,Housing,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,2.56
4/3/2019,Housing,A TO Z EQUIPMENT RENTALS & SALES,Small Tools/ Equip,344.95
4/3/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,4.04
4/3/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.03
4/3/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,15.07
4/3/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,0.11
4/3/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,0.69
4/3/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,93.45
4/8/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,103.73
4/8/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,135.91
4/8/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,1.01
4/8/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,0.77
4/15/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,0.72
4/15/2019,Public Works,A TO Z EQUIPMENT RENTALS & SALES,Inventories-Offline,97.21
4/17/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,8.56
4/17/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.06
4/22/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,56.10
4/22/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.43
4/22/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,26.44
4/22/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,0.20
4/22/2019,Aviation,A TO Z EQUIPMENT RENTALS & SALES,Motor Vehicle Parts,9.12
